hypercube_0,hypercube_1,hypercube_2,hypercube_3
2.0263922968081,-107.15910670106,-10.753883518181,1.5190288488468
1.8824969462834,-92.402839781505,-9.5996598092129,0.76759350833988
1.2430133333849,-74.009596754949,-11.787743516178,1.2758147917186
0.7778049323055,-67.190517144469,-11.119949089246,1.1124647387007
1.5010494387077,-86.319317166654,-7.2299670799132,0.91746848748195
0.73264750670687,-106.57177183998,-8.8062492017155,0.59029408885352
1.3098266013206,-77.247163723822,-12.213738992457,0.50243713033692
1.9733815955519,-104.74117533654,-12.023586347881,0.93693074650666
1.8190278506423,-92.774241633428,-8.0100602812887,1.2096941654271
0.85283202165104,-105.9840497016,-7.5058109857458,1.1265995506147
1.2265047864496,-75.835010636896,-10.270061092736,1.1408528676915
1.063920126301,-100.56557461341,-8.9023428800242,1.4654418361455
1.169803771032,-77.999269024998,-10.580999744991,0.33093784483059
1.8658700218404,-98.377635432013,-10.425393898549,1.368774207736
2.4396774026411,-109.49241088298,-8.7933444402257,1.3542550783901
1.1110305597209,-50.425045189298,-9.6710755922928,1.0633195501903
1.6634794264723,-88.195323822233,-10.751027453899,1.0908475076361
1.1537426346225,-103.67790366095,-7.7873073627624,0.99204124179951
1.9825169880141,-98.5427017566,-9.1548919864345,1.1539324617914
1.8941332714541,-91.377642486723,-11.440396296809,0.60377957332235
1.8525903384864,-87.077608518693,-11.35963558772,1.2568178477121
0.69476650900544,-8.2724070831279,-13.029480549456,0.86841771506877
1.2648170980107,-95.932239256393,-9.8212861150633,0.69467672166209
0.50309972328138,-108.18907928917,-10.279833283075,0.864564030149
0.58706493093921,-105.50431677814,-14.673425341489,0.69666543316301
2.1978066251137,-108.69743097527,-6.4082720071717,1.1546692883495
1.2700640227333,-100.67714705806,-10.322503739694,1.0179292659013
0.8854609646568,-96.968069343367,-9.7955695530249,0.7876308650762
0.50602812416974,-102.5201219403,-11.194144719917,0.97781186478852
1.2263240314042,-66.391071451965,-10.528397533759,0.74031075270557
2.3342657769599,-89.680733307252,-11.897496779188,0.83545903155428
2.1597490923364,-92.448137230615,-7.9137649565794,0.97389607042697
1.3380504284682,-102.88882955349,-9.6013348576288,1.0581943673723
1.6201623853826,-91.43229478593,-10.783257862804,0.57066817100773
2.0351690111385,-88.145571761866,-9.6950903101305,0.76106038514954
1.127410646034,-96.556266111197,-10.308450614886,0.90647696952915
1.6292718305849,-109.19001224734,-8.0341162344201,1.2449275405535
1.5652779381157,-102.24945125854,-8.3973532520327,0.53951716775495
1.1053240175423,-109.71256009675,-11.944877662351,0.87156772606986
1.0101633219354,-108.32181742597,-10.742208067468,0.92752932779141
2.3168299565317,-95.856945761231,-11.713619546059,0.73562532174647
0.59430404402173,-105.94660853163,-11.101652514935,0.85709571056826
1.8217780697708,-109.34206726297,-9.6215644396361,0.74630532564333
1.1079711342769,-101.21953084344,-9.5881855679051,0.89079892771151
0.84873612573212,-101.23807873839,-8.792308735032,1.0145315410768
1.1491093097192,-105.82282898663,-9.4834472975229,0.71775636859912
1.697580043352,-103.16680081781,-8.7157424800905,0.72790445099923
1.1412140241838,-78.042677864007,-10.895311540295,0.89230167737641
1.3462272547876,-84.207292955569,-11.125250683436,0.76944894916894
1.0602946804748,-102.74568606587,-8.7047791992832,0.42677928651606
0.63884748571596,-101.16666119696,-7.459471240439,0.95101286242395
1.6003601054287,-105.25861916214,-8.7441464744031,1.0176420104406
0.77332582599736,-102.52002570816,-12.0055964426,0.76646353617601
0.60064778693114,-86.423819419266,-8.5989546306623,1.0971459950104
0.82635640976407,-97.257842884264,-9.3431043142254,1.0868089905012
1.1945169661854,-79.339806223377,-9.3228679424363,1.2399800206426
1.3390372602188,-106.00218675983,-8.5543878167791,1.2940679093108
2.318926548018,-105.27921608487,-11.115791418394,1.170337212829
1.819728885135,-102.17692913251,-12.755502518582,0.57152885581543
1.2964229986795,-106.74770980495,-8.340488800834,0.93307947687134
1.2118403654408,-104.83696505149,-9.6526100455324,1.0672081911818
1.4889433732527,-67.214936459422,-9.5957294262655,0.82834372320248
1.4643593610222,-102.20160561819,-8.0104657986173,0.98736276957852
2.1992512211618,-53.064557649049,-11.091230661803,0.59904690993449
1.6089531655331,-103.79069085982,-10.169821429409,0.94064991447087
2.4145219458229,-109.19953699035,-10.815678350929,0.68797961459786
1.8990333813278,-93.739199220266,-9.8319590248713,0.77484202748502
0.86386089379356,-105.04543646398,-9.8789959255896,0.88236303181061
